what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1310010969953
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1310010972407
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.format",1310010975972
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.format",1310010988979
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1310010995666
started,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1310010997734
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310010997816
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310010997877
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1310011008903
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1310011011672
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1310011012821
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1310011013976
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1310011018151
executed,command,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.junitShortcut.run",1310011022270
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310011029730
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310011032849
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310011045533
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310011062548
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310011072442
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310011078404
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310011084190
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310011095178
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310011097540
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310011112095
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310011132330
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310011137233
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310011230556
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310011234475
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310011241410
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310011425832
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310011479069
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310011480230
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1310011482205
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310011482497
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310011500437
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1310012462504
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310012462651
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310012466808
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1310012471422
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1310012479255
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1310012482863
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310012486534
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1310012486592
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1310012489085
